N,ph,sand,silt,cec,bulk density,clay,soc,fertility
238,7.41,72.00972,29.538784,28.70868,1.6355705,34.966442,0.68,0
201,7.28,71.76661,29.874214,29.173553,1.6395974,34.89933,0.46,0
232,7.45,72.00972,30.125788,29.359503,1.6395974,34.496643,0.65,0
245,7.58,71.60454,30.209644,30.103306,1.6436242,34.697987,0.84,0
207,7.5,71.60454,30.2935,30.103306,1.6436242,34.697987,0.43,0
169,8.3,72.1718,30.461216,29.452478,1.6395974,34.09396,0.22,0
188,7.9,72.33388,29.454926,29.452478,1.6436242,34.7651,0.51,0
213,7.5,72.8201,28.616352,29.359503,1.6436242,35.10067,0.3,0
226,7.8,73.14425,28.280922,29.26653,1.6395974,35.033558,0.57,0
220,8.3,73.54944,28.197063,29.26653,1.6436242,34.7651,0.46,0
220,8,73.14425,28.867924,29.080578,1.6436242,34.56376,0.78,0
207,7.4,73.06321,28.70021,29.080578,1.6436242,34.7651,0.62,0
220,7.5,73.06321,28.197063,29.26653,1.6436242,35.167786,0.76,0
201,7.6,73.4684,28.280922,29.173553,1.6436242,34.7651,0.57,0
257,7.1,73.4684,28.280922,28.522726,1.6436242,34.7651,0.68,0
195,7.49,73.79254,28.280922,28.243801,1.6436242,34.56376,0.59,0
188,7.34,73.14425,28.532494,30.19628,1.6436242,34.832214,0.2,0
182,8.1,72.57698,28.784067,30.568182,1.6436242,35.10067,0.29,0
195,7.33,72.25284,28.951782,30.289255,1.6436242,35.2349,0.29,0
182,7.55,72.25284,28.951782,31.033056,1.6395974,35.2349,0.68,0
182,7.38,72.33388,28.70021,31.404959,1.6194632,35.369125,0.39,0
238,7.41,73.14425,29.622643,29.731405,1.6355705,33.959732,0.29,0
201,7.4,73.22528,29.287212,30.289255,1.6436242,34.16107,1.17,0
195,7.52,72.90114,29.203354,30.19628,1.6395974,34.56376,0.88,0
195,7.47,73.14425,30.628931,29.545456,1.6436242,33.15436,1.07,0
213,7.29,72.00972,29.119495,30.19628,1.6436242,35.302013,0.68,0
201,7.48,71.76661,29.371069,29.26653,1.6395974,35.302013,0.2,0
232,7.35,71.5235,29.119495,28.894629,1.6395974,35.704697,0.49,0
226,7.44,71.84765,29.371069,29.173553,1.6395974,35.2349,0.59,0
257,7.47,71.28039,29.7065,29.173553,1.6436242,35.43624,0.98,0
245,7.42,71.28039,29.371069,28.615702,1.6436242,35.704697,1.27,0
245,7.65,71.84765,29.119495,28.615702,1.6436242,35.43624,1.07,0
264,7.49,71.68558,29.287212,28.987604,1.6436242,35.369125,0.1,0
257,7.58,71.36143,29.790356,28.70868,1.6436242,35.302013,0.29,0
264,7.49,71.03728,29.790356,27.964874,1.6436242,35.57047,0.88,0
270,7.63,71.28039,29.454926,28.615702,1.6436242,35.637585,0.86,1
289,7.58,71.03728,29.622643,28.057852,1.6395974,35.704697,0.67,1
151,7.59,72.33388,30.125788,27.407024,1.6355705,34.228188,0.97,1
201,7.39,72.90114,29.454926,27.778925,1.6355705,34.295303,0.72,1
270,7.45,73.4684,30.041927,27.5,1.6355705,33.355705,0.67,1
282,7.43,73.14425,30.461216,27.592976,1.6395974,33.28859,0.75,1
307,7.49,72.8201,29.371069,28.987604,1.6395974,34.362415,0.69,1
364,7.63,73.38736,29.371069,28.522726,1.6436242,33.959732,0.69,1
276,7.34,73.54944,29.371069,28.336777,1.6436242,33.8255,0.72,1
169,8.23,73.22528,29.03564,27.68595,1.6436242,34.295303,0.56,1
138,7.42,73.30632,30.2935,27.407024,1.6436242,33.28859,0.78,1
295,7.41,73.22528,30.125788,27.314049,1.6436242,33.489933,0.97,1
289,7.64,73.87358,30.125788,27.407024,1.6436242,32.95302,0.72,1
82,7.37,73.38736,31.467505,28.057852,1.6436242,32.28188,1.06,1
38,7.57,73.38736,31.132076,27.407024,1.6436242,32.550335,1.08,1
50,7.36,74.19773,30.545073,26.477272,1.6436242,32.34899,0.83,1
82,7.63,74.76499,30.545073,26.384298,1.6395974,31.879194,0.61,1
213,7.59,75.25122,30.125788,26.942148,1.6395974,31.81208,0.86,1
282,7.48,75.25122,29.874214,27.5,1.6395974,32.013424,0.81,1
264,7.52,75.33225,30.041927,27.871902,1.6395974,31.81208,0.78,1
301,7.46,74.92706,30.125788,28.801651,1.6395974,32.080536,0.69,1
307,7.58,75.57536,28.784067,27.964874,1.6436242,32.550335,0.61,1
326,7.41,74.76499,29.790356,28.987604,1.6436242,32.483223,0.81,1
251,7.59,74.92706,29.790356,30.289255,1.6436242,32.34899,0.89,1
295,7.34,75.0081,29.622643,29.731405,1.6436242,32.416107,0.75,1
270,7.4,74.1167,29.538784,30.103306,1.6355705,33.221474,0.67,1
326,7.3,75.17018,28.02935,29.917355,1.6315436,33.55705,0.56,1
351,7.5,74.76499,28.197063,30.289255,1.6315436,33.8255,0.72,1
314,7.4,74.76499,28.280922,30.382233,1.6315436,33.691277,0.75,1
282,7.4,75.0081,28.280922,30.19628,1.6315436,33.489933,0.61,1
270,7.4,74.27876,27.945492,30.847107,1.6315436,34.295303,0.89,1
264,7.9,73.38736,29.03564,30.754131,1.6275167,34.228188,0.78,1
326,7.8,72.73906,29.03564,30.382233,1.6315436,34.832214,1.07,1
295,7.6,72.90114,29.119495,30.19628,1.6275167,34.56376,0.88,1
333,7.5,73.54944,28.616352,30.19628,1.6315436,34.42953,0.1,1
320,7.4,73.54944,27.861635,30.103306,1.6315436,35.10067,1.17,1
326,7.6,74.44084,28.02935,29.359503,1.6355705,34.16107,0.59,1
345,7.7,75.08914,27.526205,29.173553,1.6355705,34.026844,0.88,1
257,7.6,75.33225,27.190777,28.336777,1.6355705,34.09396,0.39,1
264,7.6,75.33225,27.861635,28.336777,1.6395974,33.55705,0.1,1
358,7.4,77.682335,27.69392,28.057852,1.6395974,31.744967,0.78,1
264,7.47,77.682335,27.190777,28.70868,1.6395974,32.14765,0.35,1
289,7.42,75.25122,31.215933,28.243801,1.6315436,30.939598,0.35,1
314,7.61,75.49432,30.628931,28.70868,1.6395974,31.208054,0.47,1
301,7.57,75.6564,30.545073,28.894629,1.6395974,31.208054,1,1
289,7.45,75.17018,30.628931,28.801651,1.6355705,31.47651,0.29,1
270,7.48,75.0081,29.7065,29.359503,1.6355705,32.34899,0.59,1
345,7.31,74.3598,30.37736,28.987604,1.6355705,32.34899,0.85,1
333,7.54,74.60292,30.37736,28.429752,1.6395974,32.14765,0.47,1
282,7.29,74.68396,30.2935,27.871902,1.6436242,32.14765,0.44,1
282,7.47,74.76499,30.37736,28.987604,1.6395974,32.013424,0.71,1
270,7.41,74.68396,30.2935,28.894629,1.6395974,32.14765,0.76,1
289,7.39,75.33225,30.041927,28.243801,1.6355705,31.81208,0.44,1
270,7.57,75.17018,29.7065,27.871902,1.6315436,32.214767,0.26,1
295,7.68,74.76499,29.790356,28.801651,1.6315436,32.483223,0.62,1
276,7.51,75.33225,30.041927,28.057852,1.6194632,31.81208,0.5,1
301,7.71,75.17018,30.125788,28.150827,1.6194632,31.879194,0.32,1
307,7.53,75.25122,30.041927,28.057852,1.6154363,31.946308,0.82,1
326,7.38,71.11832,30.96436,28.429752,1.6194632,34.56376,0.88,1
270,7.59,71.19935,30.96436,28.615702,1.62349,34.496643,0.56,1
295,7.77,71.28039,30.880505,28.801651,1.62349,34.56376,0.24,1
333,7.44,71.28039,30.628931,28.894629,1.62349,34.697987,0.26,1
370,7.62,71.5235,29.203354,28.336777,1.6275167,35.637585,0.76,1
377,7.51,71.68558,29.538784,28.801651,1.62349,35.302013,0.26,1
264,7.34,71.60454,29.371069,29.080578,1.6194632,35.503357,0.24,1
358,7.49,71.84765,29.538784,29.452478,1.6154363,35.10067,0.5,1
320,7.38,74.52188,27.35849,28.894629,1.5953021,34.630875,0.76,1
333,7.53,74.44084,27.610062,28.336777,1.5993289,34.496643,0.38,1
307,7.41,74.76499,27.69392,28.150827,1.5993289,34.09396,0.78,1
289,7.18,74.1167,27.945492,28.150827,1.5993289,34.496643,0.26,1
282,7.71,75.0081,26.436058,27.68595,1.5912752,34.966442,0.18,1
276,7.71,75.08914,25.681343,29.173553,1.5993289,35.503357,0.76,1
270,7.65,74.52188,26.771488,29.359503,1.5953021,35.10067,0.71,1
295,7.76,74.52188,26.016771,28.243801,1.6073825,35.704697,0.41,1
339,7.6,75.08914,26.436058,28.150827,1.5993289,34.89933,0.68,1
351,7.4,73.95462,26.603773,28.243801,1.6033558,35.704697,0.82,1
358,7.3,75.17018,26.687632,28.243801,1.6033558,34.630875,0.5,1
370,7.1,75.6564,26.603773,28.243801,1.6073825,34.295303,0.24,1
333,7.8,75.08914,26.519917,28.894629,1.6073825,34.832214,0.53,1
282,7.2,74.60292,26.436058,28.522726,1.6073825,35.302013,0.15,1
257,7.5,74.44084,26.687632,28.801651,1.6033558,35.2349,0.79,1
301,7.6,73.95462,27.02306,28.894629,1.6154363,35.369125,0.82,1
333,7.2,73.87358,25.681343,29.638428,1.6114094,36.577183,0.38,1
314,7.4,73.30632,26.100628,29.359503,1.6154363,36.577183,0.41,1
351,7.5,73.87358,26.268345,29.173553,1.6114094,36.040268,0.24,1
339,7.3,73.63047,26.184486,27.314049,1.6154363,36.308723,0.26,1
264,7.4,76.953,26.519917,25.268595,1.6114094,33.28859,0.59,1
333,7.5,77.115074,26.436058,25.082644,1.6154363,33.221474,0.88,1
370,7.3,75.98055,27.274633,25.36157,1.6154363,33.489933,0.1,1
326,7.1,75.818474,27.190777,25.547522,1.6033558,33.691277,0.78,1
251,7.4,76.142624,28.02935,25.73347,1.5832216,32.75168,0.59,1
301,7.3,76.061584,28.36478,26.477272,1.5791947,32.550335,0.29,1
270,7.2,75.6564,28.280922,26.663223,1.5751678,32.95302,1.07,1
320,7.1,76.061584,27.69392,27.407024,1.5671141,33.08725,0.78,1
282,7.5,72.73906,28.197063,27.964874,1.5590605,35.43624,0.39,1
301,7.6,72.73906,28.280922,26.942148,1.5630872,35.302013,0.98,1
295,7.2,72.41491,28.70021,26.849174,1.5630872,35.369125,0.49,1
339,7.4,72.09076,29.119495,26.756199,1.5590605,35.2349,0.1,1
320,7.6,72.57698,29.454926,27.871902,1.5630872,34.56376,0.88,1
289,7.3,72.8201,29.622643,27.964874,1.5550336,34.228188,0.39,1
276,7.4,72.8201,29.538784,28.150827,1.5550336,34.362415,0.59,1
370,7.5,72.49595,29.790356,28.70868,1.5550336,34.362415,0.49,1
295,7.8,71.76661,29.7065,28.243801,1.5550336,34.966442,0.1,1
351,7.9,71.60454,30.125788,27.964874,1.5550336,34.7651,0.78,1
282,7.3,72.90114,29.119495,27.035124,1.5590605,34.56376,1.07,1
307,8,73.71151,28.951782,26.849174,1.5590605,34.026844,0.2,1
364,7.4,74.1167,29.7065,26.291323,1.5671141,33.15436,0.68,1
257,7.9,74.1167,28.616352,27.035124,1.5590605,33.959732,1.17,1
251,7.3,73.87358,28.616352,26.756199,1.5671141,34.16107,0.88,1
326,7.6,73.95462,28.867924,26.756199,1.5751678,33.8255,0.98,1
270,7.8,73.95462,30.125788,29.359503,1.5872483,32.885906,0.59,1
339,7.3,73.63047,29.874214,29.638428,1.5791947,33.355705,0.39,1
351,7.4,73.87358,29.958073,29.917355,1.5832216,33.08725,0.68,1
282,7.2,74.1167,29.371069,29.545456,1.5832216,33.355705,0.88,1
295,7.4,72.33388,30.461216,28.801651,1.5832216,34.026844,0.39,1
264,7.8,72.73906,29.874214,27.778925,1.5872483,34.09396,0.29,1
370,7.9,72.49595,30.209644,28.894629,1.5751678,34.026844,0.78,1
289,7.8,72.25284,30.545073,28.801651,1.5791947,33.959732,1.17,1
320,8.3,72.09076,29.119495,28.894629,1.5912752,35.2349,0.1,1
333,7.4,72.25284,28.951782,28.615702,1.5953021,35.2349,0.98,1
282,7.8,72.1718,29.371069,28.150827,1.5993289,34.966442,0.88,1
276,7.6,73.54944,29.371069,27.778925,1.5993289,33.8255,0.59,1
364,7.8,73.38736,29.454926,28.429752,1.5912752,33.959732,0.68,1
358,7.9,73.38736,29.454926,28.336777,1.5993289,33.892616,1.17,1
351,7.3,73.30632,30.209644,28.243801,1.5993289,33.355705,0.88,1
370,7.4,73.06321,30.125788,28.522726,1.5993289,33.62416,1.27,1
314,7.9,71.5235,30.37736,28.801651,1.6033558,34.697987,0.78,1
295,7,70.79417,30.125788,28.522726,1.6073825,35.503357,0.49,1
345,7,71.03728,30.209644,28.336777,1.6033558,35.2349,0.88,1
314,7.19,71.68558,30.37736,28.70868,1.5993289,34.630875,1.07,1
301,7.22,72.1718,31.215933,28.057852,1.5912752,33.489933,0.78,1
320,7.22,72.00972,30.37736,27.778925,1.5912752,34.295303,0.49,1
301,7.29,71.84765,30.37736,28.057852,1.5832216,34.42953,0.49,1
326,7.35,72.09076,31.467505,28.057852,1.571141,33.355705,0.59,1
295,7.35,72.90114,31.719076,26.384298,1.5630872,32.550335,0.68,1
320,7.46,72.90114,32.30608,28.801651,1.5630872,32.013424,1.07,1
295,7.41,73.30632,32.38994,29.452478,1.5671141,31.610739,0.49,1
364,7.45,72.90114,33.0608,29.82438,1.5751678,31.342281,0.1,1
295,7.61,72.41491,33.0608,29.26653,1.5832216,31.879194,1.07,1
276,7.92,71.76661,33.6478,29.452478,1.5872483,31.81208,0.39,1
295,8.05,71.92869,33.899372,28.894629,1.5872483,31.543625,0.88,1
264,7.81,71.5235,33.98323,28.243801,1.5832216,31.81208,0.39,1
320,7.86,70.38898,32.05451,27.778925,1.5751678,34.228188,0.1,1
289,7.65,71.03728,30.880505,27.964874,1.571141,34.7651,0.98,1
314,7.23,71.19935,30.545073,28.243801,1.5671141,34.832214,0.2,1
345,7.7,71.68558,29.874214,28.801651,1.5671141,34.966442,0.68,1
238,7.77,70.226906,35.995808,27.778925,1.5832216,31.275167,0.88,1
320,7.7,70.38898,34.905663,28.057852,1.5872483,32.080536,0.49,1
307,7.62,70.632095,34.234802,27.68595,1.5912752,32.416107,0.68,1
326,7.57,71.44246,33.731655,27.1281,1.5872483,32.080536,0.39,1
314,7.64,74.92706,29.454926,26.849174,1.5832216,32.550335,0.2,1
245,7.71,74.84602,29.790356,26.756199,1.5832216,32.416107,0.88,1
289,7.59,74.68396,28.951782,27.592976,1.5791947,33.221474,0.1,1
339,7.58,75.73744,29.622643,28.429752,1.571141,31.81208,0.49,1
333,7.66,75.98055,28.867924,28.615702,1.5751678,32.214767,0.68,1
358,7.59,75.57536,28.784067,28.801651,1.5671141,32.61745,1.07,1
345,7.68,75.6564,29.371069,27.407024,1.5832216,32.080536,0.68,1
333,7.64,75.6564,31.132076,30.19628,1.5791947,30.738256,1.17,1
345,7.58,75.413284,31.63522,30.289255,1.5751678,30.469799,0.68,1
276,7.58,75.25122,31.467505,30.19628,1.5791947,30.738256,0.39,1
264,7.53,75.0081,31.802937,30.289255,1.5832216,30.67114,0.1,1
295,7.46,75.0081,31.299791,32.148758,1.5872483,31.073826,1.17,1
289,7.48,74.27876,32.38994,31.96281,1.5912752,30.805368,0.1,1
276,7.57,73.79254,32.38994,32.055786,1.5953021,31.208054,0.88,1
326,7.51,74.1167,31.802937,31.404959,1.5993289,31.342281,0.68,1
307,7.45,74.1167,31.383648,34.008263,1.6033558,31.744967,0.49,1
358,7.78,74.03566,30.628931,34.008263,1.6073825,32.416107,0.2,1
345,7.51,73.95462,30.209644,33.450413,1.6073825,32.818794,1.07,1
245,7.61,73.79254,30.209644,34.008263,1.5993289,32.95302,0.78,1
320,7.62,73.06321,34.989517,32.799587,1.6033558,29.664429,0.1,1
339,7.78,72.65802,35.91195,32.799587,1.5993289,29.32886,0.1,1
333,7.72,73.38736,34.570232,32.613636,1.5993289,29.798658,0.78,1
264,7.68,73.30632,35.073376,31.96281,1.5872483,29.463087,0.78,1
289,7.51,72.41491,35.492664,31.21901,1.5872483,29.865772,0.88,1
276,7.48,72.73906,34.570232,32.055786,1.5872483,30.33557,0.29,1
295,7.39,73.22528,34.067085,31.96281,1.5791947,30.33557,0.68,1
282,7.4,74.03566,33.396225,32.52066,1.5832216,30.268457,0.2,1
264,7.8,73.95462,32.473793,35.309917,1.5953021,31.00671,0.68,1
320,7.6,73.30632,32.89308,34.28719,1.5912752,31.208054,0.29,1
314,7.5,73.54944,33.0608,34.566116,1.5953021,30.872482,0.78,1
282,7.8,73.30632,33.31237,33.54339,1.5993289,30.939598,0.39,1
245,7.4,72.49595,30.712788,35.03099,1.6033558,33.62416,0.49,1
257,7.5,71.84765,30.545073,36.146694,1.5993289,34.295303,0.78,1
264,7.6,71.92869,29.790356,36.42562,1.6033558,34.832214,0.29,1
333,7.4,71.84765,29.958073,36.518593,1.6033558,34.7651,0.59,1
320,7.3,70.8752,29.874214,34.47314,1.6114094,35.637585,0.29,1
307,7.2,71.44246,29.790356,34.008263,1.6194632,35.302013,0.68,1
276,7.1,71.5235,28.197063,33.54339,1.62349,36.44295,1.17,1
270,7.4,71.84765,28.280922,35.774796,1.6315436,36.040268,0.1,1
282,7.8,70.064835,31.299791,34.566116,1.6355705,35.167786,0.78,1
301,7.9,69.659645,30.880505,34.101242,1.6395974,35.83893,1.07,1
295,7.3,69.983795,31.719076,33.72934,1.6516778,34.89933,0.59,1
307,7.2,69.983795,31.719076,34.47314,1.6557047,34.89933,0.2,1
264,7.87,69.983795,31.802937,34.47314,1.6557047,34.832214,0.39,1
301,0.9,70.226906,31.467505,34.566116,1.6597316,34.89933,0.88,1
270,7.57,70.71313,30.880505,34.93802,1.6597316,34.966442,0.68,1
314,0.9,70.632095,30.96436,35.309917,1.6637585,34.966442,0.98,1
345,7.8,70.95624,31.551363,34.84504,1.6557047,34.295303,0.78,1
307,7.6,71.11832,30.712788,34.101242,1.6597316,34.7651,1.07,1
333,8,71.5235,30.209644,34.93802,1.6637585,34.832214,0.68,1
358,8.3,71.5235,30.041927,35.309917,1.6597316,34.966442,0.59,1
257,7.3,71.36143,30.37736,35.774796,1.6557047,34.7651,0.88,1
295,7.85,71.44246,31.04822,35.960747,1.6557047,34.228188,0.2,1
276,8.4,71.19935,30.461216,36.146694,1.6557047,34.89933,1.07,1
301,8.95,70.95624,31.383648,35.774796,1.6557047,34.362415,0.49,1
282,9.5,71.11832,32.138367,36.42562,1.6476511,33.62416,0.2,1
295,10.05,70.95624,31.97065,36.611572,1.6516778,33.892616,0.68,1
326,10.6,70.71313,32.05451,36.890495,1.6516778,34.026844,0.88,1
264,7.49,70.47002,31.886791,37.262398,1.6516778,34.362415,0.78,1
282,7.8,70.14587,32.64151,37.355373,1.6516778,34.026844,0.1,1
326,7.9,69.983795,32.38994,37.913223,1.6557047,34.362415,0.49,1
295,7.6,69.578606,32.38994,37.913223,1.6516778,34.697987,0.68,1
276,7.4,69.416534,32.473793,38.099174,1.6557047,34.7651,0.2,1
289,7.1,69.902756,31.551363,37.54132,1.6516778,35.10067,0.29,1
257,7.9,69.983795,31.299791,38.0062,1.6557047,35.302013,1.07,1
364,7.5,70.14587,31.551363,38.378098,1.6557047,34.89933,0.88,1
333,7.3,70.064835,31.383648,38.471073,1.6557047,35.10067,1.17,1
320,7.9,69.416534,30.545073,36.146694,1.6557047,36.308723,0.59,1
339,8,69.659645,30.209644,35.03099,1.6557047,36.37584,0.68,1
326,7.3,69.82172,30.461216,35.12397,1.6557047,36.107384,0.1,1
289,8.1,69.74068,30.37736,34.752068,1.6557047,36.1745,0.59,1
314,7.4,71.36143,29.287212,34.752068,1.6597316,35.704697,0.39,1
345,7.8,72.00972,28.36478,35.49587,1.6637585,35.90604,0.2,1
270,7.1,71.92869,28.784067,35.309917,1.6637585,35.637585,1.07,1
364,8.4,71.68558,29.203354,35.49587,1.6597316,35.503357,0.2,1
314,8.1,73.14425,29.7065,34.47314,1.6677853,33.892616,0.68,1
358,8.2,73.4684,29.7065,34.47314,1.6677853,33.62416,0.29,1
276,7.3,72.8201,30.37736,34.659092,1.671812,33.691277,0.2,1
326,7.4,72.33388,30.796644,33.636364,1.671812,33.691277,0.59,1
282,7.5,72.57698,30.712788,32.148758,1.6677853,33.55705,0.39,1
270,7,72.65802,30.37736,31.869833,1.6677853,33.758392,0.68,1
295,7.9,71.92869,29.7065,31.126032,1.671812,34.89933,1.17,1
289,7.5,72.41491,29.454926,29.731405,1.6637585,34.697987,0.59,1
314,7.6,72.25284,28.951782,30.103306,1.6597316,35.302013,1.27,1
301,8.1,72.33388,28.867924,29.82438,1.6677853,35.2349,0.39,1
351,7.4,72.49595,28.951782,32.055786,1.675839,35.033558,0.88,1
276,7.5,72.00972,29.119495,31.683884,1.675839,35.302013,0.2,1
358,7.8,71.11832,29.790356,32.427685,1.671812,35.503357,0.49,1
270,7.1,71.19935,29.790356,32.613636,1.6597316,35.43624,0.78,1
301,7.6,71.28039,28.784067,32.241737,1.6677853,36.1745,0.88,1
270,7.4,71.44246,28.867924,32.427685,1.6637585,35.90604,1.17,1
264,7.2,72.25284,27.945492,30.847107,1.6798658,36.040268,0.88,1
276,7.5,72.8201,28.36478,27.314049,1.675839,35.167786,0.39,1
270,7.52,72.8201,28.448637,27.407024,1.6798658,35.167786,0.68,1
276,7.52,72.73906,28.616352,28.801651,1.6798658,35.10067,0.68,1
270,7.29,73.22528,30.796644,30.103306,1.6798658,32.95302,0.1,1
307,7.25,73.38736,30.2935,30.940083,1.6838927,33.221474,0.49,1
320,7.61,72.65802,29.874214,31.311983,1.6798658,34.09396,1.07,1
314,7.35,72.1718,30.041927,32.055786,1.6798658,34.496643,0.88,1
270,7.77,73.06321,30.37736,31.21901,1.671812,33.355705,0.39,1
276,7.65,73.06321,30.2935,31.590908,1.671812,33.55705,0.68,1
270,8.02,73.4684,30.2935,32.427685,1.6677853,33.221474,0.2,1
276,7.71,73.22528,30.628931,33.078514,1.6677853,33.08725,0.78,1
270,7.51,73.4684,30.880505,32.613636,1.6677853,32.684563,1.07,1
301,7.7,73.63047,30.796644,32.799587,1.6637585,32.61745,0.88,1
270,7.51,74.19773,30.545073,33.357437,1.6677853,32.28188,1.17,1
276,7.44,73.38736,30.712788,33.54339,1.6637585,32.885906,0.88,1
207,7.41,73.22528,30.880505,34.008263,1.6677853,32.885906,1.07,1
207,7.29,73.06321,30.880505,34.008263,1.6677853,33.08725,0.2,1
213,7.34,73.4684,31.132076,32.52066,1.6677853,32.550335,0.88,1
201,7.33,73.4684,31.551363,32.70661,1.6677853,32.14765,0.39,1
282,7.62,71.28039,29.790356,33.264465,1.675839,35.369125,0.1,1
207,7.42,70.95624,29.7065,32.892563,1.675839,35.704697,0.78,1
276,7.91,71.36143,28.951782,34.47314,1.675839,35.973156,0.2,1
282,7.02,71.44246,28.867924,34.566116,1.675839,35.973156,0.1,1
264,7.44,71.92869,28.02935,35.774796,1.675839,36.241608,1.07,1
276,7.04,72.09076,28.280922,35.681816,1.6798658,35.90604,0.24,1
207,7.01,71.92869,28.532494,34.28719,1.6838927,35.83893,0.46,1
270,7.05,71.92869,28.532494,34.194214,1.6838927,35.83893,0.51,1
295,7.08,72.98217,30.041927,34.566116,1.6838927,33.758392,0.57,1
289,7.35,72.8201,29.790356,34.659092,1.6798658,34.09396,0.24,1
345,7.37,73.06321,29.790356,35.03099,1.6798658,33.892616,0.38,1
314,7.41,73.14425,29.958073,35.681816,1.6798658,33.691277,0.57,1
351,7.8,72.8201,30.712788,35.960747,1.6798658,33.355705,0.54,1
264,7.4,72.8201,30.96436,37.820248,1.675839,33.15436,0.73,1
364,7.9,72.41491,31.383648,38.099174,1.675839,33.15436,0.51,1
377,7.5,72.33388,31.215933,39.400826,1.671812,33.355705,0.32,1
282,7.6,71.76661,31.215933,39.586777,1.675839,33.758392,0.46,1
276,7.5,71.19935,31.383648,39.30785,1.671812,34.16107,0.59,1
320,7.4,71.44246,31.383648,40.144627,1.671812,33.959732,0.51,1
276,7.9,71.19935,30.712788,41.07438,1.6677853,34.697987,0.41,1
345,8,71.84765,29.874214,41.91116,1.6637585,34.89933,0.35,1
333,7.6,71.60454,30.125788,41.632233,1.6597316,34.89933,0.59,1
364,7.5,71.5235,30.37736,41.26033,1.6597316,34.697987,24,1
326,7.4,71.76661,30.545073,41.725204,1.6597316,34.362415,0.57,1
351,7.3,71.76661,29.958073,41.632233,1.6597316,34.832214,0.51,1
377,7.2,71.76661,30.041927,41.539257,1.6597316,34.7651,0.32,1
307,7.4,71.84765,29.790356,41.725204,1.6597316,34.89933,0.73,1
295,7.9,72.00972,29.790356,41.81818,1.6597316,34.7651,0.51,1
295,7.3,71.5235,30.796644,42.28306,1.6597316,34.362415,0.19,1
245,7,71.44246,30.712788,42.28306,1.6597316,34.496643,0.51,1
282,7.9,72.1718,30.041927,42.46901,1.6597316,34.42953,0.41,1
264,7.2,72.33388,30.209644,42.190083,1.6597316,34.16107,0.32,1
339,7.5,71.68558,30.461216,42.376034,1.6557047,34.496643,0.54,1
289,7.6,71.60454,30.628931,42.46901,1.6557047,34.42953,0.46,1
333,7.4,71.5235,29.958073,42.00413,1.6557047,35.033558,0.46,1
301,7.5,70.95624,30.96436,41.91116,1.6557047,34.697987,0.43,1
314,7.9,71.92869,31.299791,40.981403,1.6557047,33.62416,0.49,1
326,8.2,72.1718,31.299791,39.95868,1.6557047,33.422817,0.57,1
358,8.1,72.49595,31.383648,39.679752,1.6557047,33.15436,0.46,1
320,8,73.22528,30.96436,39.028927,1.6557047,32.818794,0.35,1
339,8,71.68558,31.467505,40.144627,1.6557047,33.691277,0.62,1
226,7.2,71.92869,31.551363,40.237602,1.6557047,33.422817,0.46,1
326,8.1,71.60454,31.299791,40.51653,1.6557047,33.8255,0.41,1
232,8.1,71.5235,31.299791,40.609505,1.6557047,33.959732,0.41,1
301,8,71.68558,30.712788,40.330578,1.6516778,34.295303,0.32,1
351,7.4,71.84765,31.383648,40.888428,1.6516778,33.691277,0.78,1
282,7.5,71.68558,31.215933,41.539257,1.6557047,33.892616,0.3,1
364,7.9,71.68558,31.467505,41.632233,1.6557047,33.758392,0.32,1
370,7.5,71.68558,31.63522,42.00413,1.6557047,33.55705,0.73,1
295,8,71.76661,31.802937,41.91116,1.6597316,33.422817,0.78,1
270,8.3,71.92869,31.551363,41.725204,1.6557047,33.355705,0.76,1
377,8.1,71.68558,31.132076,41.26033,1.6557047,33.959732,0.57,1
264,7.9,71.76661,31.97065,40.888428,1.6557047,33.221474,0.65,1
213,7.8,71.76661,31.467505,40.423553,1.6557047,33.62416,0.51,1
370,7.3,71.84765,31.886791,40.609505,1.6597316,33.15436,0.65,1
351,7.9,71.19935,32.72537,40.237602,1.6597316,33.08725,0.59,1
333,7.4,71.36143,33.144653,39.679752,1.6637585,32.684563,0.41,1
301,7.5,71.84765,33.144653,39.121902,1.6677853,32.214767,0.57,1
345,7.1,71.84765,33.22851,38.93595,1.6677853,32.080536,0.59,1
370,7.3,71.36143,33.396225,38.75,1.6637585,32.416107,0.49,1
339,7.5,72.25284,32.38994,38.0062,1.6597316,32.483223,0.65,1
377,7.8,72.33388,32.64151,37.727272,1.6557047,32.214767,0.86,1
351,7.9,72.09076,32.473793,37.820248,1.6557047,32.550335,0.57,1
339,7.5,71.92869,32.38994,37.820248,1.6557047,32.818794,0.59,1
201,7.8,70.95624,32.22222,37.169422,1.6557047,33.691277,0.65,1
345,7.9,71.36143,32.38994,36.05372,1.6516778,33.221474,0.65,1
333,7.3,71.19935,32.38994,35.681816,1.6476511,33.28859,0.46,1
351,7.5,72.1718,31.63522,34.659092,1.6597316,33.15436,0.3,1
295,8.2,72.49595,31.299791,34.28719,1.6557047,33.15436,0.49,1
282,8,71.92869,31.719076,34.28719,1.6597316,33.355705,0.78,1
257,7.4,71.76661,32.138367,35.03099,1.6597316,33.08725,0.1,1
270,7.9,71.60454,31.383648,34.659092,1.6557047,33.8255,0.78,1
289,7.3,71.84765,31.63522,34.101242,1.6557047,33.422817,1.07,1
